StudentId,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,House
832,A,E,A,A,A,A,A,E,A,D,A,A,A,A,D,D,A,A,A,A,A,C,A,A,A,A,C,Gryffindor
833,A,E,A,A,A,A,A,E,A,D,A,A,A,B,A,A,B,A,A,A,A,A,A,C,B,A,A,Gryffindor
834,A,E,A,A,A,A,A,E,A,A,E,A,A,A,D,B,A,A,A,A,A,A,C,A,A,A,B,Gryffindor
835,A,E,A,A,A,A,A,E,A,A,F,A,A,A,D,A,C,A,A,A,A,A,A,B,A,A,B,Gryffindor
836,A,E,A,A,A,A,A,E,A,A,G,A,D,A,A,A,A,A,A,B,A,A,A,B,A,C,A,Gryffindor
837,A,A,E,A,C,A,A,A,A,B,A,A,A,A,E,A,A,D,A,A,A,B,A,A,A,A,B,Gryffindor
838,A,A,E,A,C,A,A,A,A,B,A,A,A,C,A,D,A,A,A,A,A,A,B,A,C,A,A,Gryffindor
839,A,A,E,A,C,A,A,A,A,D,A,A,E,A,A,A,A,A,A,A,D,A,C,A,B,A,A,Gryffindor
840,A,A,E,A,C,A,A,A,A,A,F,A,A,A,E,A,B,A,A,A,A,A,A,C,A,C,A,Gryffindor
841,A,A,E,A,C,A,A,A,A,A,G,A,A,A,E,A,A,B,A,A,A,A,A,C,A,C,A,Gryffindor
842,A,A,E,A,A,A,C,A,A,A,A,C,A,B,A,A,B,A,A,A,A,A,C,A,A,A,B,Gryffindor
843,A,A,E,A,A,A,C,A,A,D,A,A,B,A,A,D,A,A,A,A,A,B,A,A,B,A,A,Gryffindor
844,A,A,E,A,A,A,C,A,A,D,A,A,D,A,A,A,A,A,A,E,A,A,B,A,C,A,A,Gryffindor
845,A,A,E,A,A,A,D,A,A,A,A,D,A,A,B,A,A,A,A,D,A,A,A,B,A,A,B,Gryffindor
846,A,A,E,A,A,A,D,A,A,A,A,E,D,A,A,A,E,A,A,A,A,A,A,B,A,C,A,Gryffindor
847,A,A,E,A,A,A,D,A,A,A,A,F,A,B,A,A,A,A,A,B,A,A,B,A,A,C,A,Gryffindor
848,A,A,E,A,A,A,D,A,A,A,F,A,A,A,B,A,E,A,A,A,A,A,A,C,C,A,A,Gryffindor
849,A,A,E,A,A,A,D,A,A,A,F,A,C,A,A,A,A,A,A,E,A,C,A,A,C,A,A,Gryffindor
850,A,A,E,A,A,A,D,A,A,G,A,A,C,A,A,A,A,A,B,A,A,A,B,A,C,A,A,Gryffindor
851,A,A,E,A,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,E,A,A,B,A,A,A,B,Gryffindor
852,A,A,E,A,A,A,D,A,A,A,G,A,A,B,A,A,A,A,A,E,A,A,B,A,A,C,A,Gryffindor
853,A,A,E,A,A,A,D,A,A,A,G,A,A,B,A,A,B,A,A,A,A,C,A,A,A,C,A,Gryffindor
854,A,A,E,A,A,B,A,A,A,A,F,A,A,A,D,A,A,A,B,A,A,A,B,A,A,A,B,Gryffindor
855,A,A,E,A,A,A,A,A,B,A,A,D,B,A,A,D,A,A,A,A,A,A,C,A,A,C,A,Gryffindor
856,A,A,E,A,A,A,A,A,B,D,A,A,B,A,A,D,A,A,A,A,A,B,A,A,A,A,C,Gryffindor
857,A,A,E,A,A,A,A,A,B,A,F,A,B,A,A,D,A,A,A,A,A,B,A,A,A,A,C,Gryffindor
858,A,A,E,A,A,A,A,A,D,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,A,C,Gryffindor
859,A,A,E,A,A,A,A,A,D,A,A,C,A,B,A,A,E,A,A,A,A,C,A,A,A,A,B,Gryffindor
860,A,A,E,A,A,A,A,A,D,D,A,A,C,A,A,A,E,A,A,A,A,B,A,A,A,A,B,Gryffindor
861,A,A,E,A,A,A,A,A,D,A,A,F,B,A,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
862,A,A,E,A,A,A,A,A,D,A,A,F,B,A,A,A,A,A,A,E,A,C,A,A,A,A,C,Gryffindor
863,A,A,E,A,A,A,A,A,D,A,A,F,C,A,A,A,E,A,A,A,A,B,A,A,A,A,B,Gryffindor
864,A,A,E,A,A,A,A,A,D,A,A,F,A,C,A,A,B,A,A,A,A,C,A,A,A,B,A,Gryffindor
865,A,A,E,A,A,A,A,A,D,G,A,A,D,A,A,A,A,A,A,E,A,A,A,B,A,C,A,Gryffindor
866,A,A,E,A,A,A,A,C,A,A,A,C,C,A,A,A,A,A,B,A,A,A,C,A,A,B,A,Gryffindor
867,A,A,E,A,A,C,A,A,A,A,A,B,D,A,A,A,A,A,A,A,C,A,A,B,A,A,B,Gryffindor
868,A,A,E,A,A,C,A,A,A,A,A,C,A,A,C,A,E,A,A,A,A,C,A,A,C,A,A,Gryffindor
869,A,A,E,A,E,A,A,A,A,D,A,A,A,H,A,A,A,A,A,D,A,A,C,A,A,A,B,Gryffindor
870,A,A,E,A,E,A,A,A,A,A,F,A,A,A,B,A,A,B,A,A,A,A,C,A,A,A,C,Gryffindor
871,A,A,E,A,E,A,A,A,A,A,F,A,B,A,A,A,A,A,C,A,A,A,C,A,A,C,A,Gryffindor
872,A,A,E,A,E,A,A,A,A,A,G,A,A,B,A,A,A,A,C,A,A,A,C,A,B,A,A,Gryffindor
873,A,A,E,A,E,A,A,A,A,A,G,A,A,B,A,A,A,A,A,E,A,A,B,A,A,C,A,Gryffindor
874,A,A,E,A,E,A,A,A,A,A,G,A,A,A,E,A,B,A,A,A,A,A,C,A,A,A,B,Gryffindor
875,A,A,E,A,A,D,A,A,A,D,A,A,A,H,A,A,B,A,A,A,A,A,A,C,A,A,B,Gryffindor
876,A,A,E,A,A,D,A,A,A,A,G,A,A,A,B,A,E,A,A,A,A,A,A,B,A,A,C,Gryffindor
877,A,A,E,A,A,D,A,A,A,A,G,A,B,A,A,A,B,A,A,A,A,A,C,A,A,B,A,Gryffindor
878,A,A,E,A,A,D,A,A,A,A,G,A,B,A,A,A,A,E,A,A,A,A,A,C,A,A,B,Gryffindor
879,A,A,E,A,A,D,A,A,A,A,G,A,A,A,E,A,A,A,A,A,E,A,C,A,A,A,B,Gryffindor
880,A,A,E,A,A,A,A,A,E,A,A,C,A,B,A,A,A,A,B,A,A,A,A,C,A,C,A,Gryffindor
881,A,A,E,A,A,A,A,A,E,A,A,C,A,C,A,B,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
882,A,A,E,A,A,A,A,D,A,A,G,A,A,C,A,B,A,A,A,A,A,B,A,A,A,C,A,Gryffindor
883,A,A,E,A,A,A,A,E,A,D,A,A,B,A,A,D,A,A,A,A,A,A,C,A,A,A,C,Gryffindor
884,A,A,E,A,A,A,A,E,A,D,A,A,A,C,A,A,E,A,A,A,A,A,C,A,A,A,B,Gryffindor
885,E,A,A,A,B,A,A,A,A,A,F,A,A,C,A,A,A,A,C,A,A,A,C,A,A,A,B,Gryffindor
886,E,A,A,A,A,A,B,A,A,A,A,C,D,A,A,D,A,A,A,A,A,A,C,A,A,A,C,Gryffindor
887,E,A,A,A,A,A,B,A,A,D,A,A,B,A,A,D,A,A,A,A,A,C,A,A,C,A,A,Gryffindor
888,E,A,A,A,A,A,B,A,A,A,A,E,A,A,B,A,B,A,A,A,A,A,C,A,A,A,B,Gryffindor
889,E,A,A,A,A,A,B,A,A,A,A,F,A,B,A,A,B,A,A,A,A,A,C,A,A,A,C,Gryffindor
890,E,A,A,A,C,A,A,A,A,A,A,B,A,B,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
891,E,A,A,A,C,A,A,A,A,B,A,A,A,A,D,A,A,A,C,A,A,A,C,A,A,B,A,Gryffindor
892,E,A,A,A,C,A,A,A,A,A,A,C,A,A,E,A,A,E,A,A,A,A,C,A,A,A,B,Gryffindor
893,E,A,A,A,C,A,A,A,A,D,A,A,D,A,A,A,A,A,A,E,A,A,C,A,A,A,B,Gryffindor
894,E,A,A,A,C,A,A,A,A,D,A,A,A,H,A,A,A,A,A,A,E,C,A,A,A,C,A,Gryffindor
895,E,A,A,A,C,A,A,A,A,A,F,A,D,A,A,A,A,A,C,A,A,A,A,C,A,C,A,Gryffindor
896,E,A,A,A,A,A,D,A,A,A,A,B,A,B,A,A,A,A,A,A,C,A,A,C,C,A,A,Gryffindor
897,E,A,A,A,A,A,D,A,A,A,A,B,C,A,A,A,A,A,B,A,A,B,A,A,C,A,A,Gryffindor
898,E,A,A,A,A,A,D,A,A,A,A,C,A,A,B,D,A,A,A,A,A,B,A,A,A,B,A,Gryffindor
899,E,A,A,A,A,A,D,A,A,A,A,C,F,A,A,A,A,A,A,A,D,B,A,A,A,C,A,Gryffindor
900,E,A,A,A,A,A,D,A,A,D,A,A,A,B,A,A,A,A,A,E,A,B,A,A,A,A,C,Gryffindor
901,E,A,A,A,A,A,D,A,A,A,D,A,A,A,C,A,A,B,A,A,A,A,C,A,C,A,A,Gryffindor
902,E,A,A,A,A,A,D,A,A,A,F,A,A,A,B,A,A,A,B,A,A,A,B,A,C,A,A,Gryffindor
903,E,A,A,A,A,A,D,A,A,A,G,A,D,A,A,D,A,A,A,A,A,B,A,A,A,A,C,Gryffindor
904,E,A,A,A,A,B,A,A,A,A,B,A,A,H,A,A,A,D,A,A,A,A,C,A,A,C,A,Gryffindor
905,E,A,A,A,A,B,A,A,A,A,G,A,A,A,D,D,A,A,A,A,A,A,C,A,C,A,A,Gryffindor
906,E,A,A,A,A,A,A,A,B,A,F,A,D,A,A,A,A,A,A,E,A,A,A,C,B,A,A,Gryffindor
907,E,A,A,A,A,A,A,A,D,B,A,A,C,A,A,A,A,A,A,E,A,B,A,A,C,A,A,Gryffindor
908,E,A,A,A,A,A,A,A,D,A,A,C,A,A,C,A,A,A,A,B,A,C,A,A,A,A,B,Gryffindor
909,E,A,A,A,A,A,A,A,D,A,A,D,A,B,A,A,A,A,A,E,A,B,A,A,A,A,B,Gryffindor
910,E,A,A,A,A,A,A,A,D,A,A,D,A,A,E,D,A,A,A,A,A,B,A,A,C,A,A,Gryffindor
911,E,A,A,A,A,A,A,A,D,D,A,A,D,A,A,A,A,A,A,A,C,B,A,A,A,B,A,Gryffindor
912,E,A,A,A,A,A,A,A,D,E,A,A,A,B,A,A,A,A,A,A,C,B,A,A,A,C,A,Gryffindor
913,E,A,A,A,A,A,A,A,D,A,C,A,A,A,D,A,A,A,A,A,C,B,A,A,B,A,A,Gryffindor
914,E,A,A,A,A,A,A,A,D,A,C,A,A,B,A,A,A,A,B,A,A,A,B,A,A,C,A,Gryffindor
915,E,A,A,A,A,A,A,A,D,A,A,E,A,H,A,A,B,A,A,A,A,B,A,A,A,A,B,Gryffindor
916,E,A,A,A,A,A,A,A,D,A,A,F,A,C,A,A,C,A,A,A,A,A,B,A,A,C,A,Gryffindor
917,E,A,A,A,A,A,A,A,D,A,F,A,A,B,A,A,A,A,A,A,C,B,A,A,A,A,C,Gryffindor
918,E,A,A,A,A,A,A,A,D,A,G,A,D,A,A,A,C,A,A,A,A,B,A,A,A,C,A,Gryffindor
919,E,A,A,A,A,A,A,C,A,A,A,C,D,A,A,A,A,A,B,A,A,B,A,A,A,A,C,Gryffindor
920,E,A,A,A,A,A,A,C,A,A,F,A,D,A,A,A,A,B,A,A,A,A,C,A,A,C,A,Gryffindor
921,E,A,A,A,A,A,E,A,A,A,A,B,C,A,A,D,A,A,A,A,A,A,C,A,C,A,A,Gryffindor
922,E,A,A,A,A,A,E,A,A,A,A,F,A,A,D,A,A,A,A,E,A,A,A,B,C,A,A,Gryffindor
923,E,A,A,A,A,A,E,A,A,A,G,A,B,A,A,A,A,A,A,E,A,A,A,C,A,A,B,Gryffindor
924,E,A,A,A,A,A,E,A,A,A,G,A,B,A,A,D,A,A,A,A,A,A,A,C,A,A,B,Gryffindor
925,E,A,A,A,A,C,A,A,A,A,A,B,A,A,B,A,A,A,B,A,A,B,A,A,C,A,A,Gryffindor
926,E,A,A,A,E,A,A,A,A,A,F,A,D,A,A,A,A,A,B,A,A,A,B,A,A,A,B,Gryffindor
927,E,A,A,A,A,D,A,A,A,A,A,E,A,H,A,A,A,B,A,A,A,A,C,A,A,A,B,Gryffindor
928,E,A,A,A,A,D,A,A,A,A,G,A,A,C,A,A,A,A,A,B,A,A,A,B,A,C,A,Gryffindor
929,E,A,A,A,A,D,A,A,A,A,G,A,A,A,H,D,A,A,A,A,A,A,C,A,B,A,A,Gryffindor
930,E,A,A,A,A,A,A,A,E,A,E,A,C,A,A,A,A,A,B,A,A,B,A,A,A,A,B,Gryffindor
931,E,A,A,A,A,A,A,E,A,A,A,C,A,C,A,E,A,A,A,A,A,A,C,A,C,A,A,Gryffindor
932,E,A,A,A,A,A,A,E,A,A,G,A,B,A,A,A,B,A,A,A,A,A,C,A,A,A,C,Gryffindor
933,A,A,B,A,B,A,A,A,A,A,A,D,G,A,A,A,A,C,A,A,A,A,A,C,C,A,A,Hufflepuff
934,A,A,B,A,A,A,C,A,A,G,A,A,A,D,A,A,A,A,B,A,A,A,A,C,A,B,A,Hufflepuff
935,A,A,B,A,A,B,A,A,A,A,D,A,A,A,H,A,A,A,A,B,A,A,C,A,C,A,A,Hufflepuff
936,A,A,B,A,A,A,A,A,C,A,C,A,A,F,A,A,A,A,E,A,A,A,C,A,C,A,A,Hufflepuff
937,A,A,B,A,A,D,A,A,A,G,A,A,A,A,E,A,A,A,C,A,A,C,A,A,A,B,A,Hufflepuff
938,A,A,B,A,A,E,A,A,A,D,A,A,A,A,G,A,A,A,A,A,D,C,A,A,A,C,A,Hufflepuff
939,A,A,B,A,A,A,A,A,E,E,A,A,E,A,A,A,A,A,A,B,A,A,C,A,A,C,A,Hufflepuff
940,A,A,B,A,A,A,A,D,A,A,E,A,A,H,A,A,A,A,A,B,A,C,A,A,C,A,A,Hufflepuff
941,A,A,A,B,A,A,A,B,A,D,A,A,A,A,G,A,A,A,A,B,A,C,A,A,A,B,A,Hufflepuff
942,A,A,A,B,A,A,C,A,A,D,A,A,A,A,E,A,A,A,A,A,D,A,A,C,C,A,A,Hufflepuff
943,A,A,A,B,A,A,C,A,A,E,A,A,A,A,D,A,A,A,A,E,A,C,A,A,A,B,A,Hufflepuff
944,A,A,A,B,A,A,A,C,A,A,A,F,A,A,G,A,A,A,E,A,A,A,A,C,A,A,C,Hufflepuff
945,A,A,A,B,D,A,A,A,A,A,A,F,A,B,A,A,A,A,A,A,D,A,B,A,A,A,C,Hufflepuff
946,A,A,A,B,D,A,A,A,A,A,A,F,G,A,A,A,A,A,A,C,A,A,B,A,A,A,C,Hufflepuff
947,A,A,A,B,D,A,A,A,A,A,G,A,A,A,E,A,A,A,A,B,A,C,A,A,C,A,A,Hufflepuff
948,A,A,A,B,A,E,A,A,A,A,A,D,A,A,G,D,A,A,A,A,A,A,A,C,A,A,B,Hufflepuff
949,A,A,A,B,A,E,A,A,A,E,A,A,G,A,A,A,A,A,A,A,D,C,A,A,A,B,A,Hufflepuff
950,A,A,A,B,A,E,A,A,A,A,E,A,A,A,C,E,A,A,A,A,A,A,A,C,B,A,A,Hufflepuff
951,A,A,A,B,A,E,A,A,A,A,E,A,B,A,A,A,C,A,A,A,A,C,A,A,A,B,A,Hufflepuff
952,A,A,A,B,A,E,A,A,A,A,E,A,A,A,G,D,A,A,A,A,A,A,A,C,A,B,A,Hufflepuff
953,A,A,A,B,A,E,A,A,A,A,A,F,A,C,A,A,A,A,A,A,D,A,A,C,A,B,A,Hufflepuff
954,A,A,A,B,A,E,A,A,A,A,A,F,A,C,A,A,A,D,A,A,A,C,A,A,C,A,A,Hufflepuff
955,A,A,A,B,A,E,A,A,A,A,A,F,A,E,A,D,A,A,A,A,A,A,A,C,A,C,A,Hufflepuff
956,A,A,A,B,A,E,A,A,A,A,A,F,A,G,A,A,A,A,B,A,A,C,A,A,A,A,C,Hufflepuff
957,A,A,A,B,A,E,A,A,A,A,G,A,A,A,E,A,C,A,A,A,A,A,A,C,A,C,A,Hufflepuff
958,A,A,A,B,A,A,A,A,E,D,A,A,A,C,A,A,A,C,A,A,A,A,A,C,A,A,C,Hufflepuff
959,A,A,A,B,A,A,A,A,E,E,A,A,G,A,A,A,A,A,A,E,A,C,A,A,B,A,A,Hufflepuff
960,A,A,A,B,A,A,A,A,E,A,G,A,A,A,E,A,A,A,A,B,A,A,A,B,C,A,A,Hufflepuff
961,A,A,A,B,A,A,A,D,A,G,A,A,A,D,A,A,A,A,A,C,A,A,A,C,A,A,C,Hufflepuff
962,A,A,A,B,A,A,A,D,A,A,G,A,A,A,C,A,A,A,A,C,A,A,C,A,A,B,A,Hufflepuff
963,B,A,A,A,B,A,A,A,A,A,E,A,A,A,G,A,A,A,A,A,D,A,C,A,A,C,A,Hufflepuff
964,B,A,A,A,A,A,A,B,A,A,A,F,B,A,A,A,C,A,A,A,A,A,A,C,A,A,C,Hufflepuff
965,B,A,A,A,C,A,A,A,A,A,A,F,A,E,A,A,B,A,A,A,A,B,A,A,A,B,A,Hufflepuff
966,B,A,A,A,A,A,C,A,A,A,A,D,A,A,C,A,A,A,A,B,A,B,A,A,A,A,C,Hufflepuff
967,B,A,A,A,A,A,C,A,A,A,A,D,B,A,A,A,E,A,A,A,A,A,C,A,A,A,C,Hufflepuff
968,B,A,A,A,A,A,C,A,A,D,A,A,A,E,A,A,A,A,A,A,D,A,A,C,B,A,A,Hufflepuff
969,B,A,A,A,A,A,C,A,A,A,E,A,A,G,A,A,A,A,A,C,A,B,A,A,A,A,C,Hufflepuff
970,B,A,A,A,A,A,C,A,A,A,F,A,A,E,A,A,A,A,A,A,D,A,C,A,A,A,C,Hufflepuff
971,B,A,A,A,A,B,A,A,A,C,A,A,A,C,A,A,B,A,A,A,A,A,C,A,A,B,A,Hufflepuff
972,B,A,A,A,A,A,A,A,D,A,E,A,A,A,G,E,A,A,A,A,A,C,A,A,B,A,A,Hufflepuff
973,B,A,A,A,A,A,A,C,A,G,A,A,A,H,A,A,D,A,A,A,A,A,A,C,A,B,A,Hufflepuff
974,B,A,A,A,D,A,A,A,A,D,A,A,A,H,A,A,A,A,E,A,A,A,B,A,C,A,A,Hufflepuff
975,B,A,A,A,D,A,A,A,A,D,A,A,A,A,C,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
976,B,A,A,A,D,A,A,A,A,D,A,A,G,A,A,A,A,A,E,A,A,C,A,A,A,A,C,Hufflepuff
977,B,A,A,A,A,E,A,A,A,D,A,A,A,A,E,A,C,A,A,A,A,A,A,C,A,A,C,Hufflepuff
978,B,A,A,A,A,E,A,A,A,D,A,A,A,C,A,A,C,A,A,A,A,A,A,C,A,A,C,Hufflepuff
979,B,A,A,A,A,E,A,A,A,D,A,A,A,A,G,A,A,A,A,A,D,A,B,A,C,A,A,Hufflepuff
980,B,A,A,A,A,E,A,A,A,A,A,F,A,C,A,A,A,A,A,C,A,C,A,A,A,A,C,Hufflepuff
981,B,A,A,A,A,E,A,A,A,F,A,A,G,A,A,A,A,A,E,A,A,A,A,B,A,A,C,Hufflepuff
982,B,A,A,A,A,A,A,A,E,A,A,E,A,A,D,A,A,A,E,A,A,A,C,A,A,A,C,Hufflepuff
983,B,A,A,A,A,A,A,A,E,A,A,E,G,A,A,A,A,A,A,A,D,B,A,A,C,A,A,Hufflepuff
984,B,A,A,A,A,A,A,A,E,A,D,A,A,A,C,A,A,A,A,A,B,A,A,B,A,A,C,Hufflepuff
985,B,A,A,A,A,A,A,A,E,A,D,A,G,A,A,A,A,A,A,A,C,C,A,A,A,A,C,Hufflepuff
986,B,A,A,A,A,A,A,A,E,A,E,A,A,H,A,A,C,A,A,A,A,B,A,A,A,B,A,Hufflepuff
987,B,A,A,A,A,A,A,A,E,A,A,F,B,A,A,D,A,A,A,A,A,A,A,C,A,A,C,Hufflepuff
988,B,A,A,A,A,A,A,A,E,G,A,A,F,A,A,A,A,A,A,A,B,A,B,A,A,A,C,Hufflepuff
989,B,A,A,A,A,A,A,A,E,G,A,A,F,A,A,A,A,A,A,E,A,B,A,A,C,A,A,Hufflepuff
990,B,A,A,A,A,A,A,D,A,C,A,A,A,A,E,A,A,E,A,A,A,A,C,A,A,A,C,Hufflepuff
991,B,A,A,A,A,A,A,D,A,A,A,E,F,A,A,A,E,A,A,A,A,C,A,A,B,A,A,Hufflepuff
992,B,A,A,A,A,A,A,D,A,A,E,A,F,A,A,A,A,A,D,A,A,C,A,A,A,B,A,Hufflepuff
993,A,A,A,C,A,A,A,B,A,E,A,A,A,H,A,A,C,A,A,A,A,A,A,B,A,A,C,Hufflepuff
994,A,A,A,C,C,A,A,A,A,B,A,A,A,E,A,A,A,A,A,A,D,A,C,A,A,B,A,Hufflepuff
995,A,A,A,C,C,A,A,A,A,A,E,A,A,C,A,A,A,D,A,A,A,C,A,A,A,B,A,Hufflepuff
996,A,A,A,C,A,A,D,A,A,A,G,A,A,A,E,A,C,A,A,A,A,A,A,C,B,A,A,Hufflepuff
997,A,A,A,C,A,B,A,A,A,E,A,A,D,A,A,C,A,A,A,A,A,C,A,A,A,B,A,Hufflepuff
998,A,A,A,C,A,B,A,A,A,F,A,A,A,E,A,A,C,A,A,A,A,A,C,A,A,A,C,Hufflepuff
999,A,A,A,C,A,A,A,A,B,A,A,E,A,H,A,B,A,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1000,A,A,A,C,A,A,A,A,B,A,G,A,A,A,G,E,A,A,A,A,A,A,A,C,C,A,A,Hufflepuff
1001,A,A,A,C,A,A,A,A,C,A,G,A,A,H,A,A,A,A,A,A,D,A,C,A,B,A,A,Hufflepuff
1002,A,A,A,C,A,A,A,A,D,A,A,E,A,A,D,A,A,E,A,A,A,C,A,A,A,A,C,Hufflepuff
1003,A,A,A,C,A,A,A,A,D,A,E,A,A,F,A,A,C,A,A,A,A,A,C,A,B,A,A,Hufflepuff
1004,A,A,A,C,A,A,A,A,D,A,G,A,A,C,A,A,A,A,A,A,D,A,A,C,A,A,C,Hufflepuff
1005,A,A,A,C,A,A,A,C,A,E,A,A,A,C,A,A,A,A,E,A,A,A,C,A,A,A,C,Hufflepuff
1006,A,A,A,C,A,A,A,C,A,A,G,A,A,H,A,A,A,A,A,D,A,A,A,C,A,A,C,Hufflepuff
1007,A,A,A,C,D,A,A,A,A,A,A,D,D,A,A,A,A,A,A,C,A,B,A,A,C,A,A,Hufflepuff
1008,A,A,A,C,D,A,A,A,A,A,A,D,A,A,G,A,A,A,A,E,A,A,B,A,A,A,C,Hufflepuff
1009,A,A,A,C,D,A,A,A,A,A,A,E,A,C,A,A,A,A,A,E,A,A,A,C,A,B,A,Hufflepuff
1010,A,A,A,C,A,A,E,A,A,A,E,A,G,A,A,D,A,A,A,A,A,A,A,C,A,A,C,Hufflepuff
1011,A,A,A,C,A,C,A,A,A,A,E,A,A,A,C,A,A,A,A,B,A,C,A,A,B,A,A,Hufflepuff
1012,A,A,A,C,E,A,A,A,A,A,G,A,A,H,A,A,B,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1013,A,A,A,C,A,D,A,A,A,A,A,E,A,H,A,A,A,A,C,A,A,A,C,A,B,A,A,Hufflepuff
1014,A,A,A,C,A,E,A,A,A,D,A,A,A,A,C,A,A,A,E,A,A,A,C,A,C,A,A,Hufflepuff
1015,A,A,A,C,A,E,A,A,A,D,A,A,A,A,E,A,A,A,A,A,D,C,A,A,A,A,C,Hufflepuff
1016,A,A,A,C,A,E,A,A,A,A,A,E,G,A,A,A,A,A,B,A,A,A,A,C,A,B,A,Hufflepuff
1017,A,A,A,C,A,A,A,A,E,E,A,A,A,A,G,C,A,A,A,A,A,A,C,A,B,A,A,Hufflepuff
1018,A,A,A,C,A,A,A,A,E,A,E,A,A,C,A,A,A,A,A,A,D,C,A,A,A,B,A,Hufflepuff
1019,A,A,A,C,A,A,A,A,E,A,A,F,G,A,A,A,A,A,E,A,A,A,B,A,C,A,A,Hufflepuff
1020,A,A,A,C,A,A,A,A,E,A,G,A,A,A,E,A,A,A,A,A,D,A,C,A,A,A,C,Hufflepuff
1021,A,A,A,C,A,A,A,D,A,E,A,A,E,A,A,A,A,A,A,C,A,A,A,C,A,A,C,Hufflepuff
1022,A,A,A,C,A,A,A,E,A,A,G,A,A,A,G,A,A,A,A,D,A,A,A,C,C,A,A,Hufflepuff
1023,C,A,A,A,B,A,A,A,A,C,A,A,A,C,A,A,A,A,A,B,A,A,C,A,A,B,A,Hufflepuff
1024,C,A,A,A,A,A,A,B,A,A,A,D,G,A,A,E,A,A,A,A,A,B,A,A,A,A,C,Hufflepuff
1025,C,A,A,A,A,A,A,B,A,D,A,A,A,A,H,A,A,C,A,A,A,B,A,A,A,B,A,Hufflepuff
1026,C,A,A,A,A,A,A,B,A,A,E,A,G,A,A,A,C,A,A,A,A,C,A,A,A,A,C,Hufflepuff
1027,C,A,A,A,A,A,A,B,A,A,E,A,A,H,A,A,A,A,C,A,A,A,C,A,C,A,A,Hufflepuff
1028,C,A,A,A,A,A,B,A,A,A,A,E,A,H,A,A,A,B,A,A,A,A,C,A,B,A,A,Hufflepuff
1029,C,A,A,A,A,A,B,A,A,A,D,A,A,H,A,A,A,A,A,B,A,A,A,B,C,A,A,Hufflepuff
1030,C,A,A,A,A,A,B,A,A,A,A,F,A,H,A,A,A,A,E,A,A,A,B,A,A,A,B,Hufflepuff
1031,C,A,A,A,A,A,B,A,A,A,G,A,A,G,A,A,A,A,A,D,A,C,A,A,C,A,A,Hufflepuff
1032,C,A,A,A,C,A,A,A,A,A,A,E,A,A,B,D,A,A,A,A,A,A,C,A,A,B,A,Hufflepuff
1033,C,A,A,A,C,A,A,A,A,A,A,F,A,A,G,A,A,A,A,B,A,A,B,A,A,A,C,Hufflepuff
1034,C,A,A,A,A,A,C,A,A,D,A,A,A,A,E,A,A,A,A,C,A,C,A,A,C,A,A,Hufflepuff
1035,C,A,A,A,A,A,C,A,A,D,A,A,A,E,A,A,A,A,E,A,A,B,A,A,A,A,C,Hufflepuff
1036,C,A,A,A,A,A,C,A,A,E,A,A,A,A,C,E,A,A,A,A,A,C,A,A,A,A,B,Hufflepuff
1037,C,A,A,A,A,A,C,A,A,E,A,A,A,A,G,E,A,A,A,A,A,A,B,A,A,A,C,Hufflepuff
1038,C,A,A,A,A,A,C,A,A,E,A,A,G,A,A,E,A,A,A,A,A,C,A,A,C,A,A,Hufflepuff
1039,C,A,A,A,A,A,C,A,A,E,A,A,A,D,A,A,A,B,A,A,A,A,C,A,B,A,A,Hufflepuff
1040,C,A,A,A,A,A,C,A,A,A,A,F,A,C,A,A,A,A,A,C,A,A,C,A,C,A,A,Hufflepuff
1041,C,A,A,A,A,A,C,A,A,A,A,F,A,C,A,E,A,A,A,A,A,A,B,A,A,A,C,Hufflepuff
1042,C,A,A,A,A,A,C,A,A,A,A,F,D,A,A,A,A,A,C,A,A,C,A,A,C,A,A,Hufflepuff
1043,C,A,A,A,A,A,C,A,A,A,A,F,A,A,G,A,A,C,A,A,A,A,A,B,B,A,A,Hufflepuff
1044,C,A,A,A,A,A,C,A,A,A,A,F,A,F,A,A,A,A,A,C,A,B,A,A,C,A,A,Hufflepuff
1045,C,A,A,A,A,A,D,A,A,A,A,B,A,A,G,A,A,A,A,B,A,A,B,A,C,A,A,Hufflepuff
1046,C,A,A,A,A,A,D,A,A,A,A,B,A,E,A,A,A,A,D,A,A,B,A,A,A,A,C,Hufflepuff
1047,C,A,A,A,A,A,D,A,A,B,A,A,A,A,H,A,C,A,A,A,A,A,A,C,A,B,A,Hufflepuff
1048,C,A,A,A,A,A,D,A,A,D,A,A,A,A,C,A,A,C,A,A,A,C,A,A,A,B,A,Hufflepuff
1049,C,A,A,A,A,A,D,A,A,D,A,A,A,A,C,A,A,C,A,A,A,C,A,A,A,C,A,Hufflepuff
